battery_id,cycle,voltage,temperature,capacity,soh,rul
B0005,1,3.532781069916797,32.536890917131714,1.8619764616792724,1.0,167
B0005,2,3.5429679883355183,32.643595085177715,1.851862025854008,0.9945679034974789,166
B0005,3,3.5530561298298746,32.52252561728893,1.8408078298748616,0.9886310959133612,165
B0005,4,3.5458485201697254,32.492082733461324,1.8500581719003593,0.9935991189876996,164
B0005,5,3.544456056134174,32.368611575014725,1.8494324960696806,0.9932630912002621,163
B0005,6,3.555518011319956,32.25124161987058,1.8411378898424133,0.9888083591464603,162
B0005,7,3.5503917403773095,32.36619211449594,1.8406214079526009,0.988530975462809,161
B0005,8,3.55743645121441,32.36748861666199,1.8311638295662427,0.983451653258151,160
B0005,9,3.5534969394692286,32.339648365008244,1.83954583513475,0.9879533243270472,159
B0005,10,3.557887851734781,32.191180466128756,1.8300190765668485,0.9828368479569273,158
B0005,11,3.556347543611306,32.06812817887519,1.8300015709380206,0.9828274463188357,157
B0005,12,3.560471978306512,32.347660087219026,1.8289909619084241,0.9822846848766823,156
B0005,13,3.560356687760622,32.283606892877664,1.8190975953712152,0.9769713166677811,155
B0005,14,3.5664311859014575,32.015896045816774,1.8188055309107152,0.9768144594429392,154
B0005,15,3.565634950208217,32.00004598138285,1.8172992925920552,0.976005513492408,153
B0005,16,3.559994137027421,31.934592080993266,1.7968950909031398,0.965047157085199,152
B0005,17,3.5586133415017773,31.958117234073352,1.8173331008203384,0.9760236706651645,151
B0005,18,3.5591189041401865,31.965008645476725,1.8084160844930315,0.9712346647293618,150
B0005,19,3.5642783686164012,31.87500939217925,1.8081381684417832,0.9710854061017862,149
B0005,20,3.5632435756209606,32.24684640816457,1.8523767968843514,0.994844368340584,148
B0005,21,3.559804801759603,32.62250010726094,1.8621496132914115,1.0000929934484686,147
B0005,22,3.5614876690927493,32.26410762598871,1.8415475566742463,0.9890283763380114,146
B0005,23,3.5640263392404927,31.948491054200577,1.8405159641101463,0.9884743454008159,145
B0005,24,3.559694165479912,31.855407770729308,1.8199732361436336,0.9774415915560194,144
B0005,25,3.5575955020525787,31.7919325371283,1.8403323394958562,0.9883757272828809,143
B0005,26,3.5659141933889775,31.65359519098474,1.8287255973537375,0.9821421672025076,142
B0005,27,3.5628427757194934,31.56095538857845,1.8201244782196033,0.977522818187549,141
B0005,28,3.556833231052199,31.565586498787077,1.8193301668811834,0.9770962223874585,140
B0005,29,3.568290947384154,31.505850682292653,1.8081174735813894,0.9710742916431345,139
B0005,30,3.5669461267660054,31.500679894512725,1.809389854426699,0.9717576412297142,138
B0005,31,3.5555778524083497,31.937535198015297,1.8599722319147574,0.9989236009123834,137
B0005,32,3.566249609695861,32.018959004954816,1.8336069405338975,0.9847637595161707,136
B0005,33,3.5651517161113877,31.802992654035066,1.8228257807678565,0.9789735897756157,135
B0005,34,3.5646590685392043,31.39007083489529,1.8121748135179705,0.9732533417117492,134
B0005,35,3.563826424333384,31.32256716616398,1.8075267104114792,0.9707570141790696,133
B0005,36,3.55794341054819,31.924334452481094,1.8075203422202648,0.9707535940546236,132
B0005,37,3.5606625287077325,31.611845035373697,1.7856869042866648,0.9590276467169709,131
B0005,38,3.5586243793608547,31.44698679955994,1.791061005185294,0.9619138813226342,130
B0005,39,3.558098767106845,31.275967975869484,1.781193150844473,0.9566142147887611,129
B0005,40,3.55512933100377,31.525572858904393,1.775965654284422,0.9538067160541442,128
B0005,41,3.5624075048422243,32.01143947851528,1.770784907400195,0.9510243248742071,127
B0005,42,3.5557637635846646,32.25414815646172,1.7595563551602034,0.9449938768685084,126
B0005,43,3.5608117300192483,31.80684128585117,1.7729594478171768,0.9521921916339301,125
B0005,44,3.55710005650233,31.692044794724936,1.7656085906101293,0.9482443129371081,124
B0005,45,3.549167170251299,31.442104703455076,1.7598574295430482,0.9451555729957373,123
B0005,46,3.5526452447208428,31.29942787454077,1.744776071394237,0.9370559227266841,122
B0005,47,3.55190632746862,31.305445102883244,1.738996152905534,0.9339517382175576,121
B0005,48,3.564861551020512,34.24255323544091,1.796530689781726,0.964851450464351,120
B0005,49,3.562942516564363,33.424519180020944,1.786078115951081,0.9592377523077061,119
B0005,50,3.5589785643221226,32.65292545505136,1.7702801528983378,0.9507532395451251,118
B0005,51,3.5584505671595306,32.20140726040297,1.759959835420017,0.9452105714766936,117
B0005,52,3.552628428865765,31.972189793138387,1.7440803892798278,0.9366822971042733,116
B0005,53,3.548858076090237,32.067896119540606,1.7446256299771887,0.9369751261000111,115
B0005,54,3.5496726073472273,32.41186556408571,1.744587459585423,0.9369546261675192,114
B0005,55,3.5504121364802317,32.07523535235163,1.7345423289896662,0.9315597509891846,113
B0005,56,3.549476639377589,31.989951063385003,1.7187009352330174,0.92305191317132,112
B0005,57,3.5506333776599597,31.850350633913575,1.7134425910765345,0.9202278473118942,111
B0005,58,3.544294910722307,32.173506392542926,1.7089771529492177,0.9178296225119472,110
B0005,59,3.5439049210455336,32.54849275590455,1.6975872125544504,0.9117124987839195,109
B0005,60,3.5399546654303444,32.36639680203205,1.69184247481018,0.9086272085761746,108
B0005,61,3.5440426503820737,32.22136771354016,1.687799886269762,0.9064560809472185,107
B0005,62,3.5416426622117743,32.09430003353101,1.6774587713886095,0.9009022433483124,106
B0005,63,3.538897681692701,32.289201568013276,1.671866934117227,0.8978990704369108,105
B0005,64,3.542215796667134,32.17624462604895,1.671954341387372,0.8979460137103323,104
B0005,65,3.539248283871917,32.536783791646684,1.6671795589887557,0.8953816513261215,103
B0005,66,3.5352470829841747,32.415002505463384,1.6568276366277004,0.8898220094218843,102
B0005,67,3.5379894941468115,32.257887238832836,1.645627833351484,0.8838070014415388,101
B0005,68,3.530709628779709,32.344521894825874,1.646079337822721,0.8840494881112305,100
B0005,69,3.5289386882785676,32.42278451669724,1.6300002474336397,0.8754139920563663,99
B0005,70,3.5323747236410323,32.408501968577056,1.6307089087246869,0.8757945883236296,98
B0005,71,3.529959033671946,32.38433757410582,1.6250520670531625,0.8727565039074482,97
B0005,72,3.5289898102222432,32.41631605827935,1.614290135203829,0.8669766607833157,96
B0005,73,3.5279880026668153,32.378590714765785,1.6094898791420145,0.8643986174188548,95
B0005,74,3.524123492217535,32.421676502357634,1.6097749939595052,0.8645517422425885,94
B0005,75,3.525669093493542,32.364497390301715,1.5933630825336658,0.8557375000845335,93
B0005,76,3.5237236373863072,32.34308993544963,1.5887637436553814,0.8532673620495251,92
B0005,77,3.5199169897212714,32.22329344492796,1.587878891135231,0.8527921398658073,91
B0005,78,3.527398721718745,32.74877673362185,1.5984427178373324,0.8584655879031546,90
B0005,79,3.5166799904274133,32.299963413871126,1.5720590335778635,0.8442958683591847,89
B0005,80,3.5154619076581684,31.989420062675965,1.5678714181260973,0.842046852038114,88
B0005,81,3.515868434864105,32.102612573309735,1.568030227348647,0.8421321427095151,87
B0005,82,3.515252200712903,32.60943761363093,1.5625089947451285,0.839166889003494,86
B0005,83,3.512970379452973,32.874870853463214,1.552040932462532,0.8335448725612691,85
B0005,84,3.5135499367557896,32.72228574183435,1.5518723897044544,0.8334543543610952,84
B0005,85,3.5141762633671427,32.41864084122644,1.5464329015561638,0.8305330026360659,83
B0005,86,3.5109240660870107,32.26726772836726,1.5308920204996195,0.8221865592860096,82
B0005,87,3.5104907057050654,32.54976582825492,1.5315419148433151,0.822535593958075,81
B0005,88,3.5139609504086966,32.86772312173408,1.5256728538922995,0.8193835342667711,80
B0005,89,3.5116650674248513,32.953562374641756,1.525761730348839,0.8194312665868991,79
